street_address,phone_number,zip_code,entity_type,fips_county_code,bed_count,city,state_or_region,name_common,ccn,facility_type,medicare_medicaid_eligible,lat,lon
800 e carpenter st,2175446464,62769,PRIVATE NON PROFIT,167.0,731.0,springfield,IL,st johns hospital,140053,Short Term,true,,
3249 south oak park avenue,7087839100,60402,VOL. NON PROFIT - RELIGIOUS AFF,31.0,427.0,berwyn,IL,macneal  hospital,140054,Short Term,true,,
400 maple summit road,6184986402,62052,CORPORATION,83.0,67.0,jerseyville,IL,jersey community hospital,140059,Short Term,true,,
,,60064,,97.0,2487.0,downey,IL,va hosp,14005F,,false,,
12251 south 80th avenue,7089234000,60463,PROPRIETARY,31.0,436.0,palos heights,IL,palos community hospital,140062,Short Term,true,,
520 s maple ave,7083839300,60304,PRIVATE NON PROFIT,31.0,296.0,oak park,IL,rush oak park hospital,140063,Short Term,true,,
3333 north seminary,3093443161,61401,PRIVATE NON PROFIT,95.0,166.0,galesburg,IL,st mary medical center,140064,Short Term,true,,
5101 s willow springs rd,7083521200,60525,PRIVATE NON PROFIT,31.0,223.0,la grange,IL,adventhealth la grange,140065,Short Term,true,,
530 ne glen oak ave,3096552000,61637,PROPRIETARY,143.0,730.0,peoria,IL,saint francis medical center,140067,Short Term,true,,
45 w 111th street,7739953000,60628,PROPRIETARY,31.0,162.0,chicago,IL,roseland community hospital,140068,Short Term,true,,
,,60088,,97.0,920.0,great lakes,IL,us naval hosp,14006F,,false,,
5900 bond avenue,6183323060,62207,PROPRIETARY,163.0,109.0,centreville,IL,touchette regional hospital inc,140077,Short Term,true,,
"5th ave + roosevelt rd, po box 5000",7082028387,60141,,31.0,1850.0,hines,IL,edward hines jr va hospital,14007F,,false,,
355 ridge ave,8473164000,60202,PRIVATE NON PROFIT,31.0,427.0,evanston,IL,presence saint francis hospital,140080,Short Term,true,,
4646 n marine drive,7738788700,60640,VOL. NON PROFIT - RELIGIOUS AFF,31.0,236.0,chicago,IL,louis a weiss memorial hospital,140082,Short Term,true,,
645 south central ave,7736264300,60644,RELIGIOUS AFFILIATION,31.0,176.0,chicago,IL,loretto hospital,140083,Short Term,true,,
1324 north sheridan road,8473603000,60085,VOL. NON PROFIT - RELIGIOUS AFF,97.0,388.0,waukegan,IL,vista medical center east,140084,Short Term,true,,
5841 south maryland,7737021000,60637,PROPRIETARY,31.0,782.0,chicago,IL,the university of chicago medical center,140088,Short Term,true,,
525 east grant street,3098334101,61455,STATE,109.0,144.0,macomb,IL,mc donough district hospital,140089,Short Term,true,,
2401 west main street,6189975311,62959,,199.0,176.0,marion,IL,marion va medical center,14008F,,false,,
611 west park street,8887122753,61801,PROPRIETARY,19.0,316.0,urbana,IL,the carle foundation hospital,140091,Short Term,true,,
812 n logan ave,2174435000,61832,PRIVATE NON PROFIT,183.0,210.0,danville,IL,osf sacred heart medical center,140093,Short Term,true,,
2875 west 19th street,7735211710,60623,PROPRIETARY,31.0,176.0,chicago,IL,saint anthony hospital,140095,Short Term,true,,
chanute afb,,61866,,19.0,175.0,rantoul,IL,us air force hosp,14009F,,false,,
2520 elisha avenue,8478724561,60099,VOL. NON PROFIT - RELIGIOUS AFF,97.0,95.0,zion,IL,midwestern region med center,140100,Short Term,true,,
150 w high st,8159422932,60450,PROPRIETARY,63.0,89.0,morris,IL,morris hospital & healthcare centers,140101,Short Term,true,,
326 w 64th st,7739623900,60621,PRIVATE NON PROFIT,31.0,210.0,chicago,IL,st bernard hospital,140103,Short Term,true,,
1100 e norris drive,8154333100,61350,PROPRIETARY,99.0,50.0,ottawa,IL,osf saint elizabeth medical center,140110,Short Term,true,,
1400 west park avenue,2173372000,61801,PRIVATE NON PROFIT,19.0,268.0,urbana,IL,osf heart of mary medical center,140113,Short Term,true,,
5145 n california ave,7738788200,60625,PRIVATE NON PROFIT,31.0,284.0,chicago,IL,swedish hospital,140114,Short Term,true,,
850 w irving park rd,7735256780,60613,PROPRIETARY,31.0,218.0,chicago,IL,thorek memorial hospital,140115,Short Term,true,,
4201 medical center drive,8153445000,60050,RELIGIOUS AFFILIATION,111.0,177.0,mchenry,IL,northwestern medicine mchenry hospital,140116,Short Term,true,,
7435 w talcott avenue,7737748000,60631,PRIVATE NON PROFIT,31.0,443.0,chicago,IL,presence resurrection medical center,140117,Short Term,true,,
1653 west congress parkway,3129425000,60612,PROPRIETARY,31.0,727.0,chicago,IL,rush university medical center,140119,Short Term,true,,
scott afb,,62225,,163.0,300.0,belleville,IL,us air force hosp,14011F,,false,,
600 south 13th street,3093471151,61554,PROPRIETARY,179.0,132.0,pekin,IL,pekin memorial hospital,140120,Short Term,true,,
120 north oak st,6308569000,60521,PROPRIETARY,43.0,261.0,hinsdale,IL,adventhealth hinsdale,140122,Short Term,true,,
1901 w harrison st,3128646000,60612,CORPORATION,31.0,918.0,chicago,IL,john h stroger jr hospital,140124,Short Term,true,,
2100 madison avenue,6187983000,62040,RELIGIOUS AFFILIATION,119.0,406.0,granite city,IL,gateway regional medical center,140125,Short Term,true,,
1304 franklin avenue,3094541400,61761,PRIVATE NON PROFIT,113.0,176.0,normal,IL,carle bromenn medical center,140127,Short Term,true,,
1717 w broadway,6315551212,62801,,121.0,558.0,centralia,IL,warren g murray childrens center,14012E,,false,,
1000 n westmoreland road,8472345600,60045,RELIGIOUS AFFILIATION,97.0,222.0,lake forest,IL,northwestern lake forest hospital,140130,Short Term,true,,
2701 w 68th street,7738849000,60629,PROPRIETARY,31.0,311.0,chicago,IL,holy cross hospital,140133,Short Term,true,,
2300 north edward street,2178768121,62526,RELIGIOUS AFFILIATION,115.0,372.0,decatur,IL,decatur memorial hospital,140135,Short Term,true,,
200 health care dr,6186641230,62246,PRIVATE NON PROFIT,5.0,60.0,greenville,IL,hshs holy family hospital,140137,Short Term,true,,
2551 n clark st,3125551111,60614,,31.0,96.0,chicago,IL,illinois childrens hosp,14013E,,false,,
600 e 1st st,8156645311,61362,PROPRIETARY,11.0,90.0,spring valley,IL,st margaret's health spring valley,140143,Short Term,true,,
9515 holy cross ln,6185264511,62230,PRIVATE NON PROFIT,27.0,96.0,breese,IL,st josephs hospital,140145,Short Term,true,,
501 s west st,6183952131,62450,PROPRIETARY,159.0,151.0,olney,IL,carle richland memorial hospital,140147,Short Term,true,,
701 n first st,2177883000,62702,PROPRIETARY,167.0,562.0,springfield,IL,memorial medical center,140148,Short Term,true,,
1740 west taylor st suite 1400,3129963900,60612,NOT FOR PROFIT,31.0,507.0,chicago,IL,university of illinois hospital,140150,Short Term,true,,
500 w court st,8159372490,60901,PRIVATE NON PROFIT,91.0,182.0,kankakee,IL,presence st marys hospital,140155,Short Term,true,,
2525 s michigan ave,3125672000,60616,PROPRIETARY,31.0,494.0,chicago,IL,insight hospital and medical center chicago,140158,Short Term,true,,
1329 n lake st,,60506,,89.0,57.0,aurora,IL,kane co springbrook sanatorium,14015E,,false,,
1045 west stephenson street,8155996000,61032,RELIGIOUS AFFILIATION,177.0,203.0,freeport,IL,fhn memorial hospital,140160,Short Term,true,,
2500 west reynolds street,8158422828,61764,PRIVATE NON PROFIT,105.0,81.0,pontiac,IL,saint james hospital,140161,Short Term,true,,
2200 e washington,3096623311,61701,PRIVATE NON PROFIT,113.0,180.0,bloomington,IL,st joseph medical center,140162,Short Term,true,,
405 w jackson,6185490721,62901,PROPRIETARY,77.0,140.0,carbondale,IL,memorial hospital of carbondale,140164,Short Term,true,,
1800 e lake shore dr,2174642966,62521,PROPRIETARY,115.0,355.0,decatur,IL,st marys hospital,140166,Short Term,true,,
200 fairman street,8154325201,60970,PROPRIETARY,75.0,94.0,watseka,IL,iroquois memorial hospital,140167,Short Term,true,,
20201 s crawford avenue,7087474000,60461,PRIVATE NON PROFIT,31.0,300.0,olympia fields,IL,franciscan health olympia & chicago heights,140172,Short Term,true,,
1325 n highland avenue,6308592222,60506,PRIVATE NON PROFIT,89.0,315.0,aurora,IL,presence mercy medical center,140174,Short Term,true,,
7531 s stony island ave,7739477500,60649,PROPRIETARY,31.0,336.0,chicago,IL,jackson park hospital,140177,Short Term,true,,
2800 w 95th st,7084226200,60805,RELIGIOUS AFFILIATION,31.0,298.0,evergreen park,IL,osf little company of mary medical center,140179,Short Term,true,,
2233 w division st,3127702000,60622,PRIVATE NON PROFIT,31.0,493.0,chicago,IL,presence saints mary and elizabeth medical center,140180,Short Term,true,,
8012 south crandon avenue,7733565000,60617,PROPRIETARY,31.0,137.0,chicago,IL,south shore hospital,140181,Short Term,true,,
836 west wellington avenue,7739751600,60657,PROPRIETARY,31.0,997.0,chicago,IL,advocate illinois masonic medical center,140182,Short Term,true,,
3333 w deyoung,6189987000,62959,VOL. NON PROFIT - RELIGIOUS AFF,199.0,92.0,marion,IL,heartland regional medical center,140184,Short Term,true,,
4500 memorial drive,6182337750,62226,PROPRIETARY,163.0,341.0,belleville,IL,memorial hospital,140185,Short Term,true,,
350 n wall st,8159331671,60901,PROPRIETARY,91.0,341.0,kankakee,IL,riverside medical center,140186,Short Term,true,,
one st elizabeth boulevard,6182342120,62269,PRIVATE NON PROFIT,163.0,260.0,o fallon,IL,hshs st elizabeth's hospital,140187,Short Term,true,,
1000 health center drive p o box 372,2172582513,61938,PROPRIETARY,29.0,203.0,mattoon,IL,sarah bush lincoln health center,140189,Short Term,true,,
1 ingalls drive,7083332300,60426,LOCAL GOVERNMENT,31.0,582.0,harvey,IL,ingalls memorial hospital,140191,Short Term,true,,
5025 n paulina street,7732719040,60640,PROPRIETARY,31.0,245.0,chicago,IL,methodist hospital of chicago,140197,Short Term,true,,
1352 n lasalle st,,60616,,31.0,10.0,chicago,IL,halco sanatorium,14019E,,false,,
155 east brush hill road,3312210130,60126,VOL. NON PROFIT - RELIGIOUS AFF,43.0,247.0,elmhurst,IL,elmhurst memorial hospital,140200,Short Term,true,,
801 s milwaukee ave,8473622900,60048,PROPRIETARY,97.0,284.0,libertyville,IL,advocate condell medical center,140202,Short Term,true,,
1044 n francisco ave,7732928200,60622,PROPRIETARY,31.0,270.0,chicago,IL,humboldt park health,140206,Short Term,true,,
4440 w 95th street,7086848000,60453,PRIVATE NON PROFIT,31.0,695.0,oak lawn,IL,advocate christ hospital & medical center,140208,Short Term,true,,
221 n e glen oak ave,3096725522,61636,PROPRIETARY,143.0,485.0,peoria,IL,methodist medical center of illinois,140209,Short Term,true,,
1640 w roosevelt rd,,60608,,31.0,264.0,chicago,IL,illinois state pediatric institute,14020E,,false,,
100 doctor warren tuttle dr,6182537671,62946,RELIGIOUS AFFILIATION,165.0,78.0,harrisburg,IL,harrisburg medical center,140210,Short Term,true,,
300 randall rd,6302083000,60134,PROPRIETARY,89.0,118.0,geneva,IL,northwestern medicine delnor community hospital,140211,Short Term,true,,
1900 silver cross blvd,8153001100,60451,PROPRIETARY,197.0,304.0,new lenox,IL,silver cross hospital  and medical centers,140213,Short Term,true,,
77 n airlite street,8476953200,60123,PRIVATE NON PROFIT,89.0,277.0,elgin,IL,presence saint joseph hospital - elgin,140217,Short Term,true,,
3026 s california ave,,60608,,31.0,100.0,chicago,IL,municipal contagious disease hosp,14021E,,false,,
1775 dempster st,8477232210,60068,PRIVATE NON PROFIT,31.0,638.0,park ridge,IL,advocate lutheran general hospital,140223,Short Term,true,,
2900 north lake shore drive,7736653000,60657,PRIVATE NON PROFIT,31.0,402.0,chicago,IL,presence saint joseph hospital - chicago,140224,Short Term,true,,
1401 east state street,8159684400,61104,PROPRIETARY,201.0,397.0,rockford,IL,swedish american hospital,140228,Short Term,true,,
2211 n oak park ave,7733855419,60635,,31.0,68.0,chicago,IL,shriners hosp for children - chicago,14022E,,false,,
801 south washington,6305273000,60540,PROPRIETARY,43.0,159.0,naperville,IL,edward hospital,140231,Short Term,true,,
5666 east state street,8152262000,61108,PRIVATE NON PROFIT,201.0,254.0,rockford,IL,saint anthony medical center,140233,Short Term,true,,
925 west st,8152233300,61354,PROPRIETARY,99.0,65.0,peru,IL,st margaret's health - peru,140234,Short Term,true,,
2400 north rockton avenue,8159686861,61103,PROPRIETARY,201.0,431.0,rockford,IL,mercyhealth hospital rockton avenue,140239,Short Term,true,,
25 north winfield road,6306821600,60190,PROPRIETARY,43.0,361.0,winfield,IL,northwestern medicine central dupage hospital,140242,Short Term,true,,
p o box 536 troy rd,,62025,,119.0,87.0,edwardsville,IL,madison co tuberculosis sanatorium,14024E,,false,,
5645 w addison street,7732827000,60634,VOL. NON PROFIT - RELIGIOUS AFF,31.0,299.0,chicago,IL,community first medical center,140251,Short Term,true,,
800 w central road,8476181000,60005,PROPRIETARY,31.0,563.0,arlington heights,IL,northwest community hospital 1,140252,Short Term,true,,
800 w biesterfield rd,8474375500,60007,PROPRIETARY,31.0,483.0,elk grove village,IL,alexian brothers medical center 1,140258,Short Term,true,,
east torrance ave,,61764,,105.0,46.0,pontiac,IL,livingston co sanatorium,14025E,,false,,
1601 parkview ave,,61107,,201.0,44.0,rockford,IL,rockford mun tuberculosis sanatorium,14026E,,false,,
801 illini dr,3092814000,61282,CORPORATION,161.0,149.0,silvis,IL,genesis health system,140275,Short Term,true,,
2160 s 1st avenue,7082169000,60153,PROPRIETARY,31.0,507.0,maywood,IL,loyola university medical center,140276,Short Term,true,,
route 1,,61801,,19.0,25.0,urbana,IL,outlook campaign co tb sanatorium,14027E,,false,,
2701 17th st,3097795000,61201,RELIGIOUS AFFILIATION,161.0,71.0,rock island,IL,trinity rock island,140280,Short Term,true,,
251 e huron st,3129262000,60611,PROPRIETARY,31.0,894.0,chicago,IL,northwestern memorial hospital,140281,Short Term,true,,
one kish hospital drive,8157561521,60115,PROPRIETARY,37.0,98.0,dekalb,IL,northwestern medicine kishwaukee hospital,140286,Short Term,true,,
3815 highland avenue,6302755900,60515,PROPRIETARY,43.0,366.0,downers grove,IL,advocate good samaritan hospital,140288,Short Term,true,,
6800 state route 162,6182885711,62062,PROPRIETARY,119.0,151.0,maryville,IL,anderson hospital,140289,Short Term,true,,
c st,,60539,,89.0,43.0,mooseheart,IL,mooseheart hosp,14028E,,false,,
1555 n barrington rd,8478432000,60169,PRIVATE NON PROFIT,31.0,342.0,hoffman estates,IL,st alexius medical center,140290,Short Term,true,,
450 west highway 22,8473819600,60010,PRIVATE NON PROFIT,97.0,154.0,barrington,IL,advocate good shepherd hospital,140291,Short Term,true,,
701 winthrop avenue,6305458000,60139,RELIGIOUS AFFILIATION,43.0,186.0,glendale heights,IL,adventhealth glenoaks,140292,Short Term,true,,
8 doctors park rd,6182445500,62864,VOL. NON PROFIT - RELIGIOUS AFF,81.0,56.0,mount vernon,IL,crossroads community hospital,140294,Short Term,true,,
500 e 51st st,3125722000,60615,CORPORATION,31.0,222.0,chicago,IL,provident hospital of chicago,140300,Short Term,true,,
500 remington boulevard,6303125000,60440,PROPRIETARY,197.0,138.0,bolingbrook,IL,adventhealth bolingbrook,140304,Short Term,true,,
rural route 1,,61755,,179.0,40.0,mackinaw,IL,oak knoll sanatorium,14030E,,false,,
501 ella ave,,60433,,197.0,41.0,joliet,IL,sunny hill sanatorium,14032E,,false,,
route 4,,62650,,137.0,40.0,jacksonville,IL,oaklawn morgan co tb sanatorium,14033E,,false,,
3001 greenbay road,8476881900,60064,,97.0,100.0,north chicago,IL,north chicago veterans administration hospital,14034F,,false,,
800 school st,2179426946,62016,CORPORATION,61.0,25.0,carrollton,IL,thomas h boyd memorial hospital,141300,Critical Access Hospitals,true,,
1000 medical center drive,2177622115,61856,PROPRIETARY,147.0,16.0,monticello,IL,kirby medical center,141301,Critical Access Hospitals,true,,
1 medical center drive,8157771340,61036,PROPRIETARY,85.0,19.0,galena,IL,midwest medical center,141302,Critical Access Hospitals,true,,
422 w white st,2179359571,61727,CORPORATION,39.0,25.0,clinton,IL,warner hospital and health services,141303,Critical Access Hospitals,true,,
409 nw 9th avenue,3095829100,61231,PROPRIETARY,131.0,22.0,aledo,IL,"genesis medical center, aledo",141304,Critical Access Hospitals,true,,
1454 n county road 2050 e,2173578500,62321,PROPRIETARY,67.0,48.0,carthage,IL,memorial hospital,141305,Critical Access Hospitals,true,,
400 n caldwell st,6186352200,62088,PROPRIETARY,117.0,25.0,staunton,IL,community hospital of staunton,141306,Critical Access Hospitals,true,,
5383 state route 154,6183572187,62274,STATE,145.0,17.0,pinckneyville,IL,pinckneyville community hospital,141307,Critical Access Hospitals,true,,
705 s grand ave,6183278236,62263,STATE,189.0,15.0,nashville,IL,washington county hospital,141308,Critical Access Hospitals,true,,
101 s major st,3094672371,61530,PROPRIETARY,203.0,18.0,eureka,IL,carle eureka hospital,141309,Critical Access Hospitals,true,,
1401 e 12th street,8155397461,61342,PRIVATE NON PROFIT,99.0,25.0,mendota,IL,osf saint paul medical center,141310,Critical Access Hospitals,true,,
303 n w 11th street,6188422611,62837,PROPRIETARY,191.0,15.0,fairfield,IL,fairfield memorial hospital 1,141311,Critical Access Hospitals,true,,
900 n 2nd st,8155622181,61068,PROPRIETARY,141.0,25.0,rochelle,IL,rochelle community hospital,141312,Critical Access Hospitals,true,,
"615 north promenade street,p o box 530",3095434431,62644,STATE,125.0,25.0,havana,IL,mason district hospital,141313,Critical Access Hospitals,true,,
640 w washington,2172852113,62363,PROPRIETARY,149.0,25.0,pittsfield,IL,illini community hospital,141315,Critical Access Hospitals,true,,
701 east orange street,2172835531,60942,PROPRIETARY,183.0,23.0,hoopeston,IL,hoopeston community memorial hospital,141316,Critical Access Hospitals,true,,
1120 n melvin street,2177844251,60936,PROPRIETARY,53.0,25.0,gibson city,IL,gibson community hospital,141317,Critical Access Hospitals,true,,
1000 w harlem avenue,3097343141,61462,PRIVATE NON PROFIT,187.0,23.0,monmouth,IL,osf holy family medical center,141318,Critical Access Hospitals,true,,
600 n college avenue,3099446431,61254,STATE,73.0,25.0,geneseo,IL,hammond henry hospital,141319,Critical Access Hospitals,true,,
